video_id,pure_text,label,index,cleaned_text,text_len,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jbdC3CHXq4g,A new drunk person game! Tip the robot on its side!,0,1442,"['a', 'new', 'drunk', 'person', 'game', '!', 'tip', 'the', 'robot', 'on', 'its', 'side', '!']",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jbdC3CHXq4g,not exactly good when it parks itself in the crosswalk blocking traffic 3:10,0,1450,"['not', 'exactly', 'good', 'when', 'it', 'parks', 'itself', 'in', 'the', 'crosswalk', 'blocking', 'traffic']",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jbdC3CHXq4g,till they charged on you full throttle,0,1453,"['till', 'they', 'charged', 'on', 'you', 'full', 'throttle']",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jbdC3CHXq4g,Nice. But these robots will easily get killed by scooters in Taipei I'm sure.,0,1456,"['nice', '.', 'but', 'these', 'robots', 'will', 'easily', 'get', 'killed', 'by', 'scooters', 'in', 'taipei', 'i', ""'m"", 'sure', '.']",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,damm im looking forward to free delivery if ther no one to pay i must be free lol,0,1462,"['damm', 'im', 'looking', 'forward', 'to', 'free', 'delivery', 'if', 'ther', 'no', 'one', 'to', 'pay', 'i', 'must', 'be', 'free', 'lol']",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,Wait until someone engages in an intercourse with them,0,1463,"['wait', 'until', 'someone', 'engages', 'in', 'an', 'intercourse', 'with', 'them']",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,"In my country, this bot would either stuck on potholes and speedbumps, got attacked by random passerby or forced to past a flooded road",0,1464,"['in', 'my', 'country', ',', 'this', 'bot', 'would', 'either', 'stuck', 'on', 'potholes', 'and', 'speedbumps', ',', 'got', 'attacked', 'by', 'random', 'passerby', 'or', 'forced', 'to', 'past', 'a', 'flooded', 'road']",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,"I find that this thing is only useful in hospital and other than that, its completely non useful in the end.",0,1467,"['i', 'find', 'that', 'this', 'thing', 'is', 'only', 'useful', 'in', 'hospital', 'and', 'other', 'than', 'that', ',', 'its', 'completely', 'non', 'useful', 'in', 'the', 'end', '.']",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,This would never work in America. Right-wingers would push it over and hump it. We can't have nice things.,0,1468,"['this', 'would', 'never', 'work', 'in', 'america', '.', 'right-wingers', 'would', 'push', 'it', 'over', 'and', 'hump', 'it', '.', 'we', 'ca', ""n't"", 'have', 'nice', 'things', '.']",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,"The main problem of these robots is speed. My university has smaller versions of these delivery bots called Starships, which can each carry a max of 40 lbs. Impressive, since it can navigate around people, but they are SUPER slow - they crawl around at 3 mph and wait for 5 minutes at each crossing and streetlight. That will be the main issue with these to become feasible - to be faster and be able to move when traffic moves too.",0,1469,"['the', 'main', 'problem', 'of', 'these', 'robots', 'is', 'speed', '.', 'my', 'university', 'has', 'smaller', 'versions', 'of', 'these', 'delivery', 'bots', 'called', 'starships', ',', 'which', 'can', 'each', 'carry', 'a', 'max', 'of', 'lbs', '.', 'impressive', ',', 'since', 'it', 'can', 'navigate', 'around', 'people', ',', 'but', 'they', 'are', 'super', 'slow', 'they', 'crawl', 'around', 'at', 'mph', 'and', 'wait', 'for', 'minutes', 'at', 'each', 'crossing', 'and', 'streetlight', '.', 'that', 'will', 'be', 'the', 'main', 'issue', 'with', 'these', 'to', 'become', 'feasible', 'to', 'be', 'faster', 'and', 'be', 'able', 'to', 'move', 'when', 'traffic', 'moves', 'too', '.']",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,This only means an American or Our Brothers and Sister around the globe will not have a Job . What do these rich people think will happen when peep can't work for a living wage because all the JOBS are done by robots or ship over seas l,0,1470,"['this', 'only', 'means', 'an', 'american', 'or', 'our', 'brothers', 'and', 'sister', 'around', 'the', 'globe', 'will', 'not', 'have', 'a', 'job', '.', 'what', 'do', 'these', 'rich', 'people', 'think', 'will', 'happen', 'when', 'peep', 'ca', ""n't"", 'work', 'for', 'a', 'living', 'wage', 'because', 'all', 'the', 'jobs', 'are', 'done', 'by', 'robots', 'or', 'ship', 'over', 'seas', 'l']",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,Sketch,0,1472,['sketch'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,Besides other normal problems the robot may encounter...this may mean less jobs for people if production continues...,0,1473,"['besides', 'other', 'normal', 'problems', 'the', 'robot', 'may', 'encounter', '...', 'this', 'may', 'mean', 'less', 'jobs', 'for', 'people', 'if', 'production', 'continues', '...']",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,"I think technology is useful in so many ways, this is not one",0,1476,"['i', 'think', 'technology', 'is', 'useful', 'in', 'so', 'many', 'ways', ',', 'this', 'is', 'not', 'one']",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,It would take everything in me to not push that thing over.,0,1477,"['it', 'would', 'take', 'everything', 'in', 'me', 'to', 'not', 'push', 'that', 'thing', 'over', '.']",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,Your food will arrive next year,0,1478,"['your', 'food', 'will', 'arrive', 'next', 'year']",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,"This a joke, people will bash it to bits and steal whatever is inside.",0,1479,"['this', 'a', 'joke', ',', 'people', 'will', 'bash', 'it', 'to', 'bits', 'and', 'steal', 'whatever', 'is', 'inside', '.']",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,"Its biggest enemy will be the stairs, will all houses need ramps for these things to exist?",0,1484,"['its', 'biggest', 'enemy', 'will', 'be', 'the', 'stairs', ',', 'will', 'all', 'houses', 'need', 'ramps', 'for', 'these', 'things', 'to', 'exist', '?']",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,"These machines will be attacked, beaten open and robbed in no time!",0,1487,"['these', 'machines', 'will', 'be', 'attacked', ',', 'beaten', 'open', 'and', 'robbed', 'in', 'no', 'time', '!']",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,"Public robots will contain CCTV, facial recognition, and various tamper deterrents. The question is, who will own this data? I would expect to see future legislation requiring public robot operators to integrate with law enforcement to extend surveillance network coverage. Should lead to a reduction in crime and provide a net benefit.",0,1492,"['public', 'robots', 'will', 'contain', 'cctv', ',', 'facial', 'recognition', ',', 'and', 'various', 'tamper', 'deterrents', '.', 'the', 'question', 'is', ',', 'who', 'will', 'own', 'this', 'data', '?', 'i', 'would', 'expect', 'to', 'see', 'future', 'legislation', 'requiring', 'public', 'robot', 'operators', 'to', 'integrate', 'with', 'law', 'enforcement', 'to', 'extend', 'surveillance', 'network', 'coverage', '.', 'should', 'lead', 'to', 'a', 'reduction', 'in', 'crime', 'and', 'provide', 'a', 'net', 'benefit', '.']",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,This might work in Singapore but that thing wouldn't last a day in L.A before being stolen,0,1497,"['this', 'might', 'work', 'in', 'singapore', 'but', 'that', 'thing', 'would', ""n't"", 'last', 'a', 'day', 'in', 'l.a', 'before', 'being', 'stolen']",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,"Public robots will contain CCTV, facial recognition, and various tamper deterrents. The question is, who will own this data? I would expect to see future legislation requiring public robot operators to integrate with law enforcement to extend surveillance network coverage. Should lead to a reduction in crime and provide a net benefit.",0,1499,"['public', 'robots', 'will', 'contain', 'cctv', ',', 'facial', 'recognition', ',', 'and', 'various', 'tamper', 'deterrents', '.', 'the', 'question', 'is', ',', 'who', 'will', 'own', 'this', 'data', '?', 'i', 'would', 'expect', 'to', 'see', 'future', 'legislation', 'requiring', 'public', 'robot', 'operators', 'to', 'integrate', 'with', 'law', 'enforcement', 'to', 'extend', 'surveillance', 'network', 'coverage', '.', 'should', 'lead', 'to', 'a', 'reduction', 'in', 'crime', 'and', 'provide', 'a', 'net', 'benefit', '.']",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,not in the hood!,0,1505,"['not', 'in', 'the', 'hood', '!']",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,This would absolutely get stolen anywhere else in the world.,0,1507,"['this', 'would', 'absolutely', 'get', 'stolen', 'anywhere', 'else', 'in', 'the', 'world', '.']",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,Sherwood either way... people can get creative when they steal stuff...,0,1508,"['sherwood', 'either', 'way', '...', 'people', 'can', 'get', 'creative', 'when', 'they', 'steal', 'stuff', '...']",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,"This toaster with wheels isn't gonna replace a food delivery driver lmao. It can get cracked open like a pinata by literally anyone who sees it rolling down the sidewalk. Not to mention, it moves slower than a kid on a scooter. My fruit will be ruined and my ice cream would've melted by the time it gets to my door",0,1510,"['this', 'toaster', 'with', 'wheels', 'is', ""n't"", 'gon', 'na', 'replace', 'a', 'food', 'delivery', 'driver', 'lmao', '.', 'it', 'can', 'get', 'cracked', 'open', 'like', 'a', 'pinata', 'by', 'literally', 'anyone', 'who', 'sees', 'it', 'rolling', 'down', 'the', 'sidewalk', '.', 'not', 'to', 'mention', ',', 'it', 'moves', 'slower', 'than', 'a', 'kid', 'on', 'a', 'scooter', '.', 'my', 'fruit', 'will', 'be', 'ruined', 'and', 'my', 'ice', 'cream', 'would', ""'ve"", 'melted', 'by', 'the', 'time', 'it', 'gets', 'to', 'my', 'door']",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNyxVMsBSS0,This wouldn't work In the u.s either because it would be stolen or because of liability if someone got hurt because of it.,0,1512,"['this', 'would', ""n't"", 'work', 'in', 'the', 'u.s', 'either', 'because', 'it', 'would', 'be', 'stolen', 'or', 'because', 'of', 'liability', 'if', 'someone', 'got', 'hurt', 'because', 'of', 'it', '.']",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,Those wouldn't last 2 minutes in an urban environment. Chavs would be on it like a rash,0,1516,"['those', 'would', ""n't"", 'last', 'minutes', 'in', 'an', 'urban', 'environment', '.', 'chavs', 'would', 'be', 'on', 'it', 'like', 'a', 'rash']",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,What happens if someone runs it over by accident?,0,1520,"['what', 'happens', 'if', 'someone', 'runs', 'it', 'over', 'by', 'accident', '?']",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,Ive seen those dam delivery robots driving around i hate hate hate them so much that i kick em over whenever i see them,0,1522,"['ive', 'seen', 'those', 'dam', 'delivery', 'robots', 'driving', 'around', 'i', 'hate', 'hate', 'hate', 'them', 'so', 'much', 'that', 'i', 'kick', 'em', 'over', 'whenever', 'i', 'see', 'them']",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,All fun and games until a tweaker kidnaps one and brutally murders it for its copper wire......lol,0,1524,"['all', 'fun', 'and', 'games', 'until', 'a', 'tweaker', 'kidnaps', 'one', 'and', 'brutally', 'murders', 'it', 'for', 'its', 'copper', 'wire', '......', 'lol']",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,Way too slow and your customers food will be cold by the time it reaches destination,0,1530,"['way', 'too', 'slow', 'and', 'your', 'customers', 'food', 'will', 'be', 'cold', 'by', 'the', 'time', 'it', 'reaches', 'destination']",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,I'm going to be behind that robot stealing them groceries.,0,1539,"['i', ""'m"", 'going', 'to', 'be', 'behind', 'that', 'robot', 'stealing', 'them', 'groceries', '.']",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,Say No to Robotics These phones and ipads are enough.,0,1540,"['say', 'no', 'to', 'robotics', 'these', 'phones', 'and', 'ipads', 'are', 'enough', '.']",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,"They are cool little robotics,but they are taking job's from people who depend on the same job to put food on the table for the kids.",0,1541,"['they', 'are', 'cool', 'little', 'robotics', ',', 'but', 'they', 'are', 'taking', 'job', ""'s"", 'from', 'people', 'who', 'depend', 'on', 'the', 'same', 'job', 'to', 'put', 'food', 'on', 'the', 'table', 'for', 'the', 'kids', '.']",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,They'll all be stolen within a few months.,0,1546,"['they', ""'ll"", 'all', 'be', 'stolen', 'within', 'a', 'few', 'months', '.']",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,"Or kidnapped by tweakers for their copper wiring ...lol I could see it now..... BREAKING NEWS!!!!!!! Modesto robot kidnapped, then murdered, police say the victim was tortured with screw drivers and bolt cutters before it succumbed to its injuries. A meth pipe was found at the scene, along with random vacuum cleaner parts.",0,1547,"['or', 'kidnapped', 'by', 'tweakers', 'for', 'their', 'copper', 'wiring', '...', 'lol', 'i', 'could', 'see', 'it', 'now', '.....', 'breaking', 'news', '!', '!', '!', '!', '!', '!', '!', 'modesto', 'robot', 'kidnapped', ',', 'then', 'murdered', ',', 'police', 'say', 'the', 'victim', 'was', 'tortured', 'with', 'screw', 'drivers', 'and', 'bolt', 'cutters', 'before', 'it', 'succumbed', 'to', 'its', 'injuries', '.', 'a', 'meth', 'pipe', 'was', 'found', 'at', 'the', 'scene', ',', 'along', 'with', 'random', 'vacuum', 'cleaner', 'parts', '.']",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,I see these allll the time hahaha they are sick!!,0,1550,"['i', 'see', 'these', 'allll', 'the', 'time', 'hahaha', 'they', 'are', 'sick', '!', '!']",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,Sick,0,1551,['sick'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,And how do you keep people from just opening it up and stealing what‚Äôs inside?,0,1554,"['and', 'how', 'do', 'you', 'keep', 'people', 'from', 'just', 'opening', 'it', 'up', 'and', 'stealing', 'what', '‚Ä?, 's', 'inside', '?']",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,Real cute...Just remember for every one of those things you see there's an out of work human sitting at home... just say no to Ai..One step closer to SkyNet...One step closer to unemployment..,0,1556,"['real', 'cute', '...', 'just', 'remember', 'for', 'every', 'one', 'of', 'those', 'things', 'you', 'see', 'there', ""'s"", 'an', 'out', 'of', 'work', 'human', 'sitting', 'at', 'home', '...', 'just', 'say', 'no', 'to', 'ai', '..', 'one', 'step', 'closer', 'to', 'skynet', '...', 'one', 'step', 'closer', 'to', 'unemployment', '..']",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,"I'm betting that al of those now out of work delivery people would strongly disagree ..If by ""Safe"" you mean from the ephemeral disease that kills every year since time began ? I suggest a full bubble suit for the rest of your natural born days for you...It's the only thing that will truly isolate you...from spreading your foolish ideas around to infect the rest of those surrounding you..Not me of course..I'm largely immune from that idiocy...Have a great day.. edit: Just had to add..I have my stuff delivered...Each and every time a delivery driver arrives I offer them the option to take off that silly muzzle..Not once..has anyone ever refused and they always thank me...amazing right ??",0,1558,"['i', ""'m"", 'betting', 'that', 'al', 'of', 'those', 'now', 'out', 'of', 'work', 'delivery', 'people', 'would', 'strongly', 'disagree', '..', 'if', 'by', '``', 'safe', ""''"", 'you', 'mean', 'from', 'the', 'ephemeral', 'disease', 'that', 'kills', 'every', 'year', 'since', 'time', 'began', '?', 'i', 'suggest', 'a', 'full', 'bubble', 'suit', 'for', 'the', 'rest', 'of', 'your', 'natural', 'born', 'days', 'for', 'you', '...', 'it', ""'s"", 'the', 'only', 'thing', 'that', 'will', 'truly', 'isolate', 'you', '...', 'from', 'spreading', 'your', 'foolish', 'ideas', 'around', 'to', 'infect', 'the', 'rest', 'of', 'those', 'surrounding', 'you', '..', 'not', 'me', 'of', 'course', '..', 'i', ""'m"", 'largely', 'immune', 'from', 'that', 'idiocy', '...', 'have', 'a', 'great', 'day', '..', 'edit', ':', 'just', 'had', 'to', 'add', '..', 'i', 'have', 'my', 'stuff', 'delivered', '...', 'each', 'and', 'every', 'time', 'a', 'delivery', 'driver', 'arrives', 'i', 'offer', 'them', 'the', 'option', 'to', 'take', 'off', 'that', 'silly', 'muzzle', '..', 'not', 'once', '..', 'has', 'anyone', 'ever', 'refused', 'and', 'they', 'always', 'thank', 'me', '...', 'amazing', 'right', '?', '?']",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuPAdNe1L1w,ice magic Those jobs starship brings..robot packers...who were likely delivery drivers or clerks before.. Sorry not easily excited by shiny objects....particularly when they come with a huge societal cost...,0,1560,"['ice', 'magic', 'those', 'jobs', 'starship', 'brings', '..', 'robot', 'packers', '...', 'who', 'were', 'likely', 'delivery', 'drivers', 'or', 'clerks', 'before', '..', 'sorry', 'not', 'easily', 'excited', 'by', 'shiny', 'objects', '....', 'particularly', 'when', 'they', 'come', 'with', 'a', 'huge', 'societal', 'cost', '...']",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,This is a good meal for a homeless guy with a knife or pry bar.,0,1565,"['this', 'is', 'a', 'good', 'meal', 'for', 'a', 'homeless', 'guy', 'with', 'a', 'knife', 'or', 'pry', 'bar', '.']",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,This thing is just asking to be robbed.,0,1567,"['this', 'thing', 'is', 'just', 'asking', 'to', 'be', 'robbed', '.']",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,If he‚Äôs crossing the street do I need to yield?? I DON‚ÄôT THINK SO!!!!,0,1570,"['if', 'he', '‚Ä?, 's', 'crossing', 'the', 'street', 'do', 'i', 'need', 'to', 'yield', '?', '?', 'i', 'don', '‚Ä?, 't', 'think', 'so', '!', '!', '!', '!']",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,Not yet ! It's too slow,0,1575,"['not', 'yet', '!', 'it', ""'s"", 'too', 'slow']",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,"Genius? lmao, it will get stolen (especially in LA), plus like the guy above me said, it will take away some of our jobs.",0,1582,"['genius', '?', 'lmao', ',', 'it', 'will', 'get', 'stolen', 'especially', 'in', 'la', ',', 'plus', 'like', 'the', 'guy', 'above', 'me', 'said', ',', 'it', 'will', 'take', 'away', 'some', 'of', 'our', 'jobs', '.']",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,"Kinda, but it takes jobs away from humans. This would be better in NYC, where traveling by sidewalk is faster than by street.",0,1583,"['kinda', ',', 'but', 'it', 'takes', 'jobs', 'away', 'from', 'humans', '.', 'this', 'would', 'be', 'better', 'in', 'nyc', ',', 'where', 'traveling', 'by', 'sidewalk', 'is', 'faster', 'than', 'by', 'street', '.']",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,Unless someone on the streets stops it and steals ur food,0,1584,"['unless', 'someone', 'on', 'the', 'streets', 'stops', 'it', 'and', 'steals', 'ur', 'food']",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,This is not going to work! if you have shitholes that want to steal the food or the robot itself!,0,1587,"['this', 'is', 'not', 'going', 'to', 'work', '!', 'if', 'you', 'have', 'shitholes', 'that', 'want', 'to', 'steal', 'the', 'food', 'or', 'the', 'robot', 'itself', '!']",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,I hope it stays as slow as it is Ô∏?I don't want to lose my job Ô∏?0,1593,"['i', 'hope', 'it', 'stays', 'as', 'slow', 'as', 'it', 'is', 'Ô∏?, 'i', 'do', ""n't"", 'want', 'to', 'lose', 'my', 'job', 'Ô∏?]",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,One word....Skynet,0,1596,"['one', 'word', '....', 'skynet']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,No you shouldn't help the robot,0,1600,"['no', 'you', 'should', ""n't"", 'help', 'the', 'robot']",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,No you shouldn't help the robot,0,1601,"['no', 'you', 'should', ""n't"", 'help', 'the', 'robot']",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,I destroy every single one I see and I take everything the robots have. Fuck these robots.,0,1610,"['i', 'destroy', 'every', 'single', 'one', 'i', 'see', 'and', 'i', 'take', 'everything', 'the', 'robots', 'have', '.', 'fuck', 'these', 'robots', '.']",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,This is The Begining of Terminator,0,1612,"['this', 'is', 'the', 'begining', 'of', 'terminator']",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,Can you imagine one of these in Detroit Wheels tires be gone whole thing gutted ‚ÄçÔ∏è,0,1613,"['can', 'you', 'imagine', 'one', 'of', 'these', 'in', 'detroit', 'wheels', 'tires', 'be', 'gone', 'whole', 'thing', 'gutted', '\u200dÔ∏?]",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,My shit would be cold as hell waiting on that slow ass robot ! Drink all watered down!,0,1615,"['my', 'shit', 'would', 'be', 'cold', 'as', 'hell', 'waiting', 'on', 'that', 'slow', 'ass', 'robot', '!', 'drink', 'all', 'watered', 'down', '!']",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,"I worked as a Postmates Live Order Support Representative and 5 months ago I received a call. . . It's a complaint call from someone saying that she fear for her life when she encountered one of these thing on the street of california, she said these little focker chase her ass off.",0,1616,"['i', 'worked', 'as', 'a', 'postmates', 'live', 'order', 'support', 'representative', 'and', 'months', 'ago', 'i', 'received', 'a', 'call', '.', '.', '.', 'it', ""'s"", 'a', 'complaint', 'call', 'from', 'someone', 'saying', 'that', 'she', 'fear', 'for', 'her', 'life', 'when', 'she', 'encountered', 'one', 'of', 'these', 'thing', 'on', 'the', 'street', 'of', 'california', ',', 'she', 'said', 'these', 'little', 'focker', 'chase', 'her', 'ass', 'off', '.']",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,Nice is the Beastie's comin out of the robot??,0,1620,"['nice', 'is', 'the', 'beastie', ""'s"", 'comin', 'out', 'of', 'the', 'robot', '?', '?']",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,I saw one today it was Madness,0,1621,"['i', 'saw', 'one', 'today', 'it', 'was', 'madness']",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,"Was waiting for a truck to come out of nowhere and just fucking decimate it, watch Steve's triple bean burrito dinner fly across the street",0,1626,"['was', 'waiting', 'for', 'a', 'truck', 'to', 'come', 'out', 'of', 'nowhere', 'and', 'just', 'fucking', 'decimate', 'it', ',', 'watch', 'steve', ""'s"", 'triple', 'bean', 'burrito', 'dinner', 'fly', 'across', 'the', 'street']",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,You seen how it only pulled half way back out the road at the cross walk like it was some kind of king shit !!! lol,0,1628,"['you', 'seen', 'how', 'it', 'only', 'pulled', 'half', 'way', 'back', 'out', 'the', 'road', 'at', 'the', 'cross', 'walk', 'like', 'it', 'was', 'some', 'kind', 'of', 'king', 'shit', '!', '!', '!', 'lol']",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,Yeah that will get stolen if not today soon will be trashed,0,1630,"['yeah', 'that', 'will', 'get', 'stolen', 'if', 'not', 'today', 'soon', 'will', 'be', 'trashed']",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,In other news police shot robot lol,0,1638,"['in', 'other', 'news', 'police', 'shot', 'robot', 'lol']",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,"Too many drivers cherry picking orders & claiming they‚Äôll mess with orders, I‚Äôd rather more apps start using these even if it takes away some gigs. These aren‚Äôt jobs, they‚Äôre side income gigs, so hopefully more apps will start to look into this.",0,1643,"['too', 'many', 'drivers', 'cherry', 'picking', 'orders', 'claiming', 'they', '‚Ä?, 'll', 'mess', 'with', 'orders', ',', 'i', '‚Ä?, 'd', 'rather', 'more', 'apps', 'start', 'using', 'these', 'even', 'if', 'it', 'takes', 'away', 'some', 'gigs', '.', 'these', 'aren', '‚Ä?, 't', 'jobs', ',', 'they', '‚Ä?, 're', 'side', 'income', 'gigs', ',', 'so', 'hopefully', 'more', 'apps', 'will', 'start', 'to', 'look', 'into', 'this', '.']",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,"I bet people will be tipping them over or putting stuff in the way, or straight up putting them in the back of their truck",0,1644,"['i', 'bet', 'people', 'will', 'be', 'tipping', 'them', 'over', 'or', 'putting', 'stuff', 'in', 'the', 'way', ',', 'or', 'straight', 'up', 'putting', 'them', 'in', 'the', 'back', 'of', 'their', 'truck']",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuAvabGSgdo,In my city that cute little thing would be run over at the first intersection it attempted to cross.. Drivers here run red lights all the time!,0,1645,"['in', 'my', 'city', 'that', 'cute', 'little', 'thing', 'would', 'be', 'run', 'over', 'at', 'the', 'first', 'intersection', 'it', 'attempted', 'to', 'cross', '..', 'drivers', 'here', 'run', 'red', 'lights', 'all', 'the', 'time', '!']",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCy7DIjSgv0,It was so funny how they introduced this robot in europe government and then completely failed because robot dont worked.,0,1647,"['it', 'was', 'so', 'funny', 'how', 'they', 'introduced', 'this', 'robot', 'in', 'europe', 'government', 'and', 'then', 'completely', 'failed', 'because', 'robot', 'dont', 'worked', '.']",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
