comment_id,comment_author,comment_time,parent_id,is_reply,video_id,pure_text,label,index,cleaned_text,text_len
Ugy6MDPlOYOCWn3yVxd4AaABAg,Owais Matalgah,2021-11-17T07:18:47Z,Ugy6MDPlOYOCWn3yVxd4AaABAg,False,EtASaoo_02o,"Well.. The bad news is these robots serve the walking distance only, for those people who lazy to walk to the next door restaurant.",0,3869,"['well', '..', 'the', 'bad', 'news', 'is', 'these', 'robots', 'serve', 'the', 'walking', 'distance', 'only', ',', 'for', 'those', 'people', 'who', 'lazy', 'to', 'walk', 'to', 'the', 'next', 'door', 'restaurant', '.']",27
Ugy6MDPlOYOCWn3yVxd4AaABAg.9Uq4VXl7nf29UrA0xw_VyX,Yellow Productions,2021-11-17T17:26:16Z,Ugy6MDPlOYOCWn3yVxd4AaABAg,True,EtASaoo_02o,The lazy need help too! :),0,3870,"['the', 'lazy', 'need', 'help', 'too', '!', ':']",7
UgyW9s2h7PAfOYsANjp4AaABAg,Arlyn Molina,2021-10-01T04:19:22Z,UgyW9s2h7PAfOYsANjp4AaABAg,False,EtASaoo_02o,Robots will take over the world jk lol,0,3874,"['robots', 'will', 'take', 'over', 'the', 'world', 'jk', 'lol']",8
UgyW9s2h7PAfOYsANjp4AaABAg.9SwjbNhXm-j9SwuilWUbYm,Yellow Productions,2021-10-01T05:56:30Z,UgyW9s2h7PAfOYsANjp4AaABAg,True,EtASaoo_02o,The robot will be our new overlords!,0,3875,"['the', 'robot', 'will', 'be', 'our', 'new', 'overlords', '!']",8
UgzblwwheYJ8gpOuqyp4AaABAg,Brandon Denver,2021-09-23T20:05:21Z,UgzblwwheYJ8gpOuqyp4AaABAg,False,EtASaoo_02o,Wait till the curbside drug dealers get ahold of this. lol,0,3883,"['wait', 'till', 'the', 'curbside', 'drug', 'dealers', 'get', 'ahold', 'of', 'this', '.', 'lol']",12
UgxhkbYPdzRU6Jggsth4AaABAg,Gene Ellis,2021-06-06T03:23:25Z,UgxhkbYPdzRU6Jggsth4AaABAg,False,EtASaoo_02o,"Food and drinks arrive cold , stay with the human delivery person that carries a 12 volt system heating pad . Nice toy",0,3886,"['food', 'and', 'drinks', 'arrive', 'cold', ',', 'stay', 'with', 'the', 'human', 'delivery', 'person', 'that', 'carries', 'a', 'volt', 'system', 'heating', 'pad', '.', 'nice', 'toy']",22
Ugy9SlJSR1GaOqk4PwN4AaABAg,HH,2021-02-11T01:02:38Z,Ugy9SlJSR1GaOqk4PwN4AaABAg,False,EtASaoo_02o,Yeah we’ll be finding the robot stalking us soon.,0,3896,"['yeah', 'we', '’', 'll', 'be', 'finding', 'the', 'robot', 'stalking', 'us', 'soon', '.']",12
Ugy9SlJSR1GaOqk4PwN4AaABAg.9Jb-fTYsK5x9Jb0OPFuPvP,Yellow Productions,2021-02-11T01:08:54Z,Ugy9SlJSR1GaOqk4PwN4AaABAg,True,EtASaoo_02o,Hah. Probably the robot will stalk us.,0,3897,"['hah', '.', 'probably', 'the', 'robot', 'will', 'stalk', 'us', '.']",9
UgwpD7OUTvdp7j9f75t4AaABAg,Zuma Ayriyan,2021-01-26T02:46:59Z,UgwpD7OUTvdp7j9f75t4AaABAg,False,EtASaoo_02o,"this also means that we won't get to see a person who would smile, hand a drink, say thank you... Maybe it's just me missing a human connection for the past 10 months.",0,3900,"['this', 'also', 'means', 'that', 'we', 'wo', ""n't"", 'get', 'to', 'see', 'a', 'person', 'who', 'would', 'smile', ',', 'hand', 'a', 'drink', ',', 'say', 'thank', 'you', '...', 'maybe', 'it', ""'s"", 'just', 'me', 'missing', 'a', 'human', 'connection', 'for', 'the', 'past', 'months', '.']",38
UgwpD7OUTvdp7j9f75t4AaABAg.9IxztefANTk9ljvEQ6l9yj,Edzhjus,2023-02-05T07:18:43Z,UgwpD7OUTvdp7j9f75t4AaABAg,True,EtASaoo_02o,but Ukraine is proofevidence that it needs to happen,0,3901,"['but', 'ukraine', 'is', 'proofevidence', 'that', 'it', 'needs', 'to', 'happen']",9
UgwpD7OUTvdp7j9f75t4AaABAg.9IxztefANTk9kaQTZv1uVn,S H,2023-01-07T18:16:36Z,UgwpD7OUTvdp7j9f75t4AaABAg,True,EtASaoo_02o,These things are not the future. Completely useless in crowded areas and potentially a danger on the road. This works in a laboratory environment as shown here,0,3903,"['these', 'things', 'are', 'not', 'the', 'future', '.', 'completely', 'useless', 'in', 'crowded', 'areas', 'and', 'potentially', 'a', 'danger', 'on', 'the', 'road', '.', 'this', 'works', 'in', 'a', 'laboratory', 'environment', 'as', 'shown', 'here']",29
UgwpD7OUTvdp7j9f75t4AaABAg.9IxztefANTk9hljjM3Mb1y,Rodrigo Diaz,2022-10-29T14:11:07Z,UgwpD7OUTvdp7j9f75t4AaABAg,True,EtASaoo_02o,But it also means more polite service,0,3904,"['but', 'it', 'also', 'means', 'more', 'polite', 'service']",7
UgwpD7OUTvdp7j9f75t4AaABAg.9IxztefANTk9hd48oTaK3e,discort,2022-10-26T05:25:04Z,UgwpD7OUTvdp7j9f75t4AaABAg,True,EtASaoo_02o,"""The production of too many useful things results in too many useless people"" - Karl Marx",0,3905,"['``', 'the', 'production', 'of', 'too', 'many', 'useful', 'things', 'results', 'in', 'too', 'many', 'useless', 'people', ""''"", 'karl', 'marx']",17
Ugwl2djEkKV44CU6nJp4AaABAg,Maaret Rahkonen,2021-01-23T16:38:41Z,Ugwl2djEkKV44CU6nJp4AaABAg,False,EtASaoo_02o,This works only in places that don´t have snowy winters. Or perhaps they could add caterpillar tracks on it.,0,3914,"['this', 'works', 'only', 'in', 'places', 'that', 'don´t', 'have', 'snowy', 'winters', '.', 'or', 'perhaps', 'they', 'could', 'add', 'caterpillar', 'tracks', 'on', 'it', '.']",21
Ugwl2djEkKV44CU6nJp4AaABAg.9Irkga2JWAj9IrtZ-ioYPE,Yellow Productions,2021-01-23T17:56:09Z,Ugwl2djEkKV44CU6nJp4AaABAg,True,EtASaoo_02o,This works only in places that don´t have snowy winters. Or perhaps they could add caterpillar tracks on it.,0,3918,"['this', 'works', 'only', 'in', 'places', 'that', 'don´t', 'have', 'snowy', 'winters', '.', 'or', 'perhaps', 'they', 'could', 'add', 'caterpillar', 'tracks', 'on', 'it', '.']",21
UgxvmlTeg9zLTHwUOwR4AaABAg,Norman Dea,2021-01-23T07:28:18Z,UgxvmlTeg9zLTHwUOwR4AaABAg,False,EtASaoo_02o,Service is too slow motion.,0,3919,"['service', 'is', 'too', 'slow', 'motion', '.']",6
Ugw-DZrNu4CJakQf1854AaABAg,P. Nguyen,2021-01-23T04:13:44Z,Ugw-DZrNu4CJakQf1854AaABAg,False,EtASaoo_02o,"I for one, welcome our new Robot Overlords...",0,3923,"['i', 'for', 'one', ',', 'welcome', 'our', 'new', 'robot', 'overlords', '...']",10
Ugw-DZrNu4CJakQf1854AaABAg.9IqQRT4peEs9IqZjNCfLes,Yellow Productions,2021-01-23T05:34:57Z,Ugw-DZrNu4CJakQf1854AaABAg,True,EtASaoo_02o,All hail our new overlords!,0,3924,"['all', 'hail', 'our', 'new', 'overlords', '!']",6
UgyWITFiCLOnoDbN1JZ4AaABAg.9IqAsmL982c9QXWyNwHGq_,ltlwatcher,2021-08-02T06:57:08Z,UgyWITFiCLOnoDbN1JZ4AaABAg,True,EtASaoo_02o,What if robots will replace 99% of what humans are capable of doing.,0,3930,"['what', 'if', 'robots', 'will', 'replace', 'of', 'what', 'humans', 'are', 'capable', 'of', 'doing', '.']",13
Ugxk8C0V6oahoaMMcHJ4AaABAg,FR dada,2021-01-22T20:52:49Z,Ugxk8C0V6oahoaMMcHJ4AaABAg,False,EtASaoo_02o,"how can you promote such kind of things, that are not good for our future and ecology? Also, all those approving comments seem to be posted buy a 'troll farm', hard to believe that 95% of the viewers thinks this is fantastic.",0,3952,"['how', 'can', 'you', 'promote', 'such', 'kind', 'of', 'things', ',', 'that', 'are', 'not', 'good', 'for', 'our', 'future', 'and', 'ecology', '?', 'also', ',', 'all', 'those', 'approving', 'comments', 'seem', 'to', 'be', 'posted', 'buy', 'a', ""'troll"", 'farm', ',', 'hard', 'to', 'believe', 'that', 'of', 'the', 'viewers', 'thinks', 'this', 'is', 'fantastic', '.']",46
Ugwjmj8zG9wxpqlJQkh4AaABAg.9IpbFkLt7kW9Iq_QItbuvF,Yellow Productions,2021-01-23T05:40:57Z,Ugwjmj8zG9wxpqlJQkh4AaABAg,True,EtASaoo_02o,Yeah.. I think they'd have a hard time in the middle of DC.,0,3959,"['yeah', '..', 'i', 'think', 'they', ""'d"", 'have', 'a', 'hard', 'time', 'in', 'the', 'middle', 'of', 'dc', '.']",16
UgzIFKnGtLMfjgEHCEJ4AaABAg,MageIlan,2021-01-22T19:51:37Z,UgzIFKnGtLMfjgEHCEJ4AaABAg,False,EtASaoo_02o,"real progress is not that! who need that, except them?... just another pathetic attempt to make and save money",0,3966,"['real', 'progress', 'is', 'not', 'that', '!', 'who', 'need', 'that', ',', 'except', 'them', '?', '...', 'just', 'another', 'pathetic', 'attempt', 'to', 'make', 'and', 'save', 'money']",23
UgxbKbuqvvD9cpkywwZ4AaABAg,Qb3-ify,2021-01-22T17:21:19Z,UgxbKbuqvvD9cpkywwZ4AaABAg,False,EtASaoo_02o,They’re stealing our jobs!,0,3982,"['they', '’', 're', 'stealing', 'our', 'jobs', '!']",7
UgxbKbuqvvD9cpkywwZ4AaABAg.9IpFm3ii7B29IpY1LsSPFV,MageIlan,2021-01-22T20:00:50Z,UgxbKbuqvvD9cpkywwZ4AaABAg,True,EtASaoo_02o,"Of course, cheaper for them to buy that robot than paying a waiter (and the price of the coffee stays the same...)",0,3983,"['of', 'course', ',', 'cheaper', 'for', 'them', 'to', 'buy', 'that', 'robot', 'than', 'paying', 'a', 'waiter', 'and', 'the', 'price', 'of', 'the', 'coffee', 'stays', 'the', 'same', '...']",24
UgyqARLl-OG0hJa2RxZ4AaABAg,Bill Woo,2021-01-22T17:08:50Z,UgyqARLl-OG0hJa2RxZ4AaABAg,False,EtASaoo_02o,"Fascinating. I wonder if they might later modify it to find you, so if you you went into a bookstore (I think those still exist!), it would ""track"" your phone there, and wait outside like a puppy. The ""wait for no traffic"" seems sketchy given its low speed. Crossing vehicle roads at far less than vehicle speeds is adventurous (remember Frogger). No doubt everyone near San Diego has seen those yellow signs on the freeway that are not deer impact warnings but ""illegal border crosser"" warnings. I've always wondered but I assume they're there because crossing lanes of fast traffic holds unintended consequences.",0,3989,"['fascinating', '.', 'i', 'wonder', 'if', 'they', 'might', 'later', 'modify', 'it', 'to', 'find', 'you', ',', 'so', 'if', 'you', 'you', 'went', 'into', 'a', 'bookstore', 'i', 'think', 'those', 'still', 'exist', '!', ',', 'it', 'would', '``', 'track', ""''"", 'your', 'phone', 'there', ',', 'and', 'wait', 'outside', 'like', 'a', 'puppy', '.', 'the', '``', 'wait', 'for', 'no', 'traffic', ""''"", 'seems', 'sketchy', 'given', 'its', 'low', 'speed', '.', 'crossing', 'vehicle', 'roads', 'at', 'far', 'less', 'than', 'vehicle', 'speeds', 'is', 'adventurous', 'remember', 'frogger', '.', 'no', 'doubt', 'everyone', 'near', 'san', 'diego', 'has', 'seen', 'those', 'yellow', 'signs', 'on', 'the', 'freeway', 'that', 'are', 'not', 'deer', 'impact', 'warnings', 'but', '``', 'illegal', 'border', 'crosser', ""''"", 'warnings', '.', 'i', ""'ve"", 'always', 'wondered', 'but', 'i', 'assume', 'they', ""'re"", 'there', 'because', 'crossing', 'lanes', 'of', 'fast', 'traffic', 'holds', 'unintended', 'consequences', '.']",121
UgwdSrvo66lQpL9Ygyp4AaABAg,steve k,2021-01-22T16:44:49Z,UgwdSrvo66lQpL9Ygyp4AaABAg,False,EtASaoo_02o,"Love your videos, even though this robot doesn’t go off campus, I hope they don’t one day get rid of our human uber drivers and grocery delivery services.",0,4001,"['love', 'your', 'videos', ',', 'even', 'though', 'this', 'robot', 'doesn', '’', 't', 'go', 'off', 'campus', ',', 'i', 'hope', 'they', 'don', '’', 't', 'one', 'day', 'get', 'rid', 'of', 'our', 'human', 'uber', 'drivers', 'and', 'grocery', 'delivery', 'services', '.']",35
UgwugiOcJdiqouszMoB4AaABAg,DG,2022-11-07T15:35:20Z,UgwugiOcJdiqouszMoB4AaABAg,False,fnkZZeZhaXY,Less work for the delivery people. Would totally kick it out of my way. Is there a law against that? Nope,0,4007,"['less', 'work', 'for', 'the', 'delivery', 'people', '.', 'would', 'totally', 'kick', 'it', 'out', 'of', 'my', 'way', '.', 'is', 'there', 'a', 'law', 'against', 'that', '?', 'nope']",24
UgwUO8s23R4ZJVwa_bZ4AaABAg,N.A. McIntosh,2021-05-10T01:50:05Z,UgwUO8s23R4ZJVwa_bZ4AaABAg,False,fnkZZeZhaXY,we need to tax this enough to support the people families and society it will displace very little profit should come from the destruction of peoples lives and livelihoods ... this is AI Go Tartans!,0,4011,"['we', 'need', 'to', 'tax', 'this', 'enough', 'to', 'support', 'the', 'people', 'families', 'and', 'society', 'it', 'will', 'displace', 'very', 'little', 'profit', 'should', 'come', 'from', 'the', 'destruction', 'of', 'peoples', 'lives', 'and', 'livelihoods', '...', 'this', 'is', 'ai', 'go', 'tartans', '!']",36
UgyjrhIS6QwnhiaWSFd4AaABAg,Stacy Bigfoot,2020-05-16T01:45:25Z,UgyjrhIS6QwnhiaWSFd4AaABAg,False,fnkZZeZhaXY,"smash, destroy, disable, fuck the anti-human robot future",0,4018,"['smash', ',', 'destroy', ',', 'disable', ',', 'fuck', 'the', 'anti-human', 'robot', 'future']",11
UgxZS7lsQuKhPd3bYE14AaABAg,cakeAsh,2020-02-06T23:41:13Z,UgxZS7lsQuKhPd3bYE14AaABAg,False,fnkZZeZhaXY,could you steal food from them ?,0,4025,"['could', 'you', 'steal', 'food', 'from', 'them', '?']",7
Ugx2dO__0DBZgLs9sQB4AaABAg,Kevin K,2020-01-30T12:07:42Z,Ugx2dO__0DBZgLs9sQB4AaABAg,False,fnkZZeZhaXY,"why pay a young person or underprivileged member of society who could use a job to make deliveries over small distances, when you could get a robot to do it? poorly at that, and while inconveniencing everybody who crosses its path, and generally sucking the dignity out of life. no, the real purpose of these awful ""robots"", which hilariously fail at the one thing they were designed to do, is masturbatory ~cyberpunk~ aesthetic-chasing and to be used as fodder for braindead college students' instagrams. pittsburgh is not silicon valley and vanity projects will not ""put pittsburgh on the map"" any more than muh self-driving ubers or machine-learning powered startups and rustic vegan axe-throwing craft pubs. nobody asked for this, and if you see one, you are morally obligated to tip on its back if not permanently disable it in some way, bean burritos be damned. this is the worst thing ive seen in a minute and i think im gonna go throw up now.",0,4026,"['why', 'pay', 'a', 'young', 'person', 'or', 'underprivileged', 'member', 'of', 'society', 'who', 'could', 'use', 'a', 'job', 'to', 'make', 'deliveries', 'over', 'small', 'distances', ',', 'when', 'you', 'could', 'get', 'a', 'robot', 'to', 'do', 'it', '?', 'poorly', 'at', 'that', ',', 'and', 'while', 'inconveniencing', 'everybody', 'who', 'crosses', 'its', 'path', ',', 'and', 'generally', 'sucking', 'the', 'dignity', 'out', 'of', 'life', '.', 'no', ',', 'the', 'real', 'purpose', 'of', 'these', 'awful', '``', 'robots', ""''"", ',', 'which', 'hilariously', 'fail', 'at', 'the', 'one', 'thing', 'they', 'were', 'designed', 'to', 'do', ',', 'is', 'masturbatory', '~cyberpunk~', 'aesthetic-chasing', 'and', 'to', 'be', 'used', 'as', 'fodder', 'for', 'braindead', 'college', 'students', 'instagrams', '.', 'pittsburgh', 'is', 'not', 'silicon', 'valley', 'and', 'vanity', 'projects', 'will', 'not', '``', 'put', 'pittsburgh', 'on', 'the', 'map', ""''"", 'any', 'more', 'than', 'muh', 'self-driving', 'ubers', 'or', 'machine-learning', 'powered', 'startups', 'and', 'rustic', 'vegan', 'axe-throwing', 'craft', 'pubs', '.', 'nobody', 'asked', 'for', 'this', ',', 'and', 'if', 'you', 'see', 'one', ',', 'you', 'are', 'morally', 'obligated', 'to', 'tip', 'on', 'its', 'back', 'if', 'not', 'permanently', 'disable', 'it', 'in', 'some', 'way', ',', 'bean', 'burritos', 'be', 'damned', '.', 'this', 'is', 'the', 'worst', 'thing', 'ive', 'seen', 'in', 'a', 'minute', 'and', 'i', 'think', 'im', 'gon', 'na', 'go', 'throw', 'up', 'now', '.']",184
Ugy8smK1FPd2vSWknNd4AaABAg,David Heller,2020-01-23T08:58:40Z,Ugy8smK1FPd2vSWknNd4AaABAg,False,fnkZZeZhaXY,Robots replace tribal humans!,0,4033,"['robots', 'replace', 'tribal', 'humans', '!']",5
UgzEgG13NTLvystmrzp4AaABAg,T Ace1,2020-01-20T19:15:07Z,UgzEgG13NTLvystmrzp4AaABAg,False,fnkZZeZhaXY,How is it that these things haven’t been vandalized yet? That’s a miracle: give the Oakland community a 1 on vandalism. Lol!,0,4046,"['how', 'is', 'it', 'that', 'these', 'things', 'haven', '’', 't', 'been', 'vandalized', 'yet', '?', 'that', '’', 's', 'a', 'miracle', ':', 'give', 'the', 'oakland', 'community', 'a', 'on', 'vandalism', '.', 'lol', '!']",29
UgxRwLBz-FAQIT58dpt4AaABAg,Marcus Spiva,2020-01-20T18:17:52Z,UgxRwLBz-FAQIT58dpt4AaABAg,False,fnkZZeZhaXY,Saw one of these walking through oakland and wanted to kick it so bad,0,4048,"['saw', 'one', 'of', 'these', 'walking', 'through', 'oakland', 'and', 'wanted', 'to', 'kick', 'it', 'so', 'bad']",14
Ugyf0Ku3HuNdvvkuGcV4AaABAg,Rory McCann,2020-01-20T05:47:42Z,Ugyf0Ku3HuNdvvkuGcV4AaABAg,False,fnkZZeZhaXY,i was literally talking to my friend about how i kinda wanted to kick one and then ran into you,0,4056,"['i', 'was', 'literally', 'talking', 'to', 'my', 'friend', 'about', 'how', 'i', 'kinda', 'wanted', 'to', 'kick', 'one', 'and', 'then', 'ran', 'into', 'you']",20
UgwONp-wD6tt25s1QzJ4AaABAg,r r,2020-01-20T02:49:21Z,UgwONp-wD6tt25s1QzJ4AaABAg,False,fnkZZeZhaXY,where is Peduto and his robot lanes?! also dont forget to say NO to the proposed four mile road that would be used for PRIVATE companies,0,4062,"['where', 'is', 'peduto', 'and', 'his', 'robot', 'lanes', '?', '!', 'also', 'dont', 'forget', 'to', 'say', 'no', 'to', 'the', 'proposed', 'four', 'mile', 'road', 'that', 'would', 'be', 'used', 'for', 'private', 'companies']",28
UgyTTVBs8zu0MO0-jSh4AaABAg,A Sandwich,2020-01-20T02:46:34Z,UgyTTVBs8zu0MO0-jSh4AaABAg,False,fnkZZeZhaXY,The first time I saw one of these driving through Oakland I nearly wrecked.,0,4063,"['the', 'first', 'time', 'i', 'saw', 'one', 'of', 'these', 'driving', 'through', 'oakland', 'i', 'nearly', 'wrecked', '.']",15
UgyTTVBs8zu0MO0-jSh4AaABAg.94-78CDo-is94-9FaO8fKp,A Sandwich,2020-01-20T03:05:03Z,UgyTTVBs8zu0MO0-jSh4AaABAg,True,fnkZZeZhaXY,Yeah I haven't seen them anywhere else. They'd probably get mugged down in Southside,0,4064,"['yeah', 'i', 'have', ""n't"", 'seen', 'them', 'anywhere', 'else', '.', 'they', ""'d"", 'probably', 'get', 'mugged', 'down', 'in', 'southside']",17
UgzvTgvy4_y9oZt2dyF4AaABAg,Pyro DABBLE,2020-01-20T02:44:51Z,UgzvTgvy4_y9oZt2dyF4AaABAg,False,fnkZZeZhaXY,I wish I would of caught you on campus BRO!!!,0,4066,"['i', 'wish', 'i', 'would', 'of', 'caught', 'you', 'on', 'campus', 'bro', '!', '!', '!']",13
Ugw3tb0iBQo2cxVhg7V4AaABAg,SunnyD,2020-01-20T01:25:27Z,Ugw3tb0iBQo2cxVhg7V4AaABAg,False,fnkZZeZhaXY,Great video! (The dislikes are from bots ),0,4068,"['great', 'video', '!', 'the', 'dislikes', 'are', 'from', 'bots']",8
UgzWT8ySnK6SAhvVfhJ4AaABAg,Quashon Sligh,2020-01-19T23:48:49Z,UgzWT8ySnK6SAhvVfhJ4AaABAg,False,fnkZZeZhaXY,Pretty Dope,0,4081,"['pretty', 'dope']",2
UgxOxcjZ9KCs5WCcuvd4AaABAg,C Miller,2020-01-19T22:44:14Z,UgxOxcjZ9KCs5WCcuvd4AaABAg,False,fnkZZeZhaXY,Dumb robots > dumb undergrads with their face stuck in their phone.,0,4085,"['dumb', 'robots', 'dumb', 'undergrads', 'with', 'their', 'face', 'stuck', 'in', 'their', 'phone', '.']",12
UgyygZhPcRdTOjQJUil4AaABAg,Huffle Puff,2020-01-19T22:27:13Z,UgyygZhPcRdTOjQJUil4AaABAg,False,fnkZZeZhaXY,The 1 dislike is from the robot Dean rode!,0,4088,"['the', 'dislike', 'is', 'from', 'the', 'robot', 'dean', 'rode', '!']",9
UgyKq-2G90ooAZ1_na94AaABAg,Craig Versetti,2020-01-19T22:20:52Z,UgyKq-2G90ooAZ1_na94AaABAg,False,fnkZZeZhaXY,"These things in theory are good but that's where the good ends , we have a huge part of the population walking around in these locations and the bots just end up creating more traffic hazards and confusion in said locations. They may work well inside company buildings or schools but we are already way to lazy & out of shape .....",0,4090,"['these', 'things', 'in', 'theory', 'are', 'good', 'but', 'that', ""'s"", 'where', 'the', 'good', 'ends', ',', 'we', 'have', 'a', 'huge', 'part', 'of', 'the', 'population', 'walking', 'around', 'in', 'these', 'locations', 'and', 'the', 'bots', 'just', 'end', 'up', 'creating', 'more', 'traffic', 'hazards', 'and', 'confusion', 'in', 'said', 'locations', '.', 'they', 'may', 'work', 'well', 'inside', 'company', 'buildings', 'or', 'schools', 'but', 'we', 'are', 'already', 'way', 'to', 'lazy', 'out', 'of', 'shape', '.....']",63
Ugx6og6fx09mR3ZkDpJ4AaABAg,Go Harlo Films,2020-01-19T21:34:47Z,Ugx6og6fx09mR3ZkDpJ4AaABAg,False,fnkZZeZhaXY,"The robots blocking the handicap ramps are the big problem. Clearly we just need humanoid robots walking around so they can step out of the way, problem solved.",0,4098,"['the', 'robots', 'blocking', 'the', 'handicap', 'ramps', 'are', 'the', 'big', 'problem', '.', 'clearly', 'we', 'just', 'need', 'humanoid', 'robots', 'walking', 'around', 'so', 'they', 'can', 'step', 'out', 'of', 'the', 'way', ',', 'problem', 'solved', '.']",31
Ugx6og6fx09mR3ZkDpJ4AaABAg.93zZSc1I4sw93zgPYgdQUk,Machinist 72,2020-01-19T22:44:16Z,Ugx6og6fx09mR3ZkDpJ4AaABAg,True,fnkZZeZhaXY,More likely flying delivery drones. That way they dont have to worry about people.,0,4100,"['more', 'likely', 'flying', 'delivery', 'drones', '.', 'that', 'way', 'they', 'dont', 'have', 'to', 'worry', 'about', 'people', '.']",16
UgysSPBuQmoFwQC9XBJ4AaABAg,exiledrabbit,2020-01-19T21:13:40Z,UgysSPBuQmoFwQC9XBJ4AaABAg,False,fnkZZeZhaXY,"""Hail to Pitt"" Don't try to curry favor with me with cheap tricks such as those, robot.",0,4105,"['``', 'hail', 'to', 'pitt', ""''"", 'do', ""n't"", 'try', 'to', 'curry', 'favor', 'with', 'me', 'with', 'cheap', 'tricks', 'such', 'as', 'those', ',', 'robot', '.']",22
UgyqjXgALXcOGSxoshJ4AaABAg.93zSme1wCmG93zX4BkY8Sx,Bonneville Bagger,2020-01-19T21:13:58Z,UgyqjXgALXcOGSxoshJ4AaABAg,True,fnkZZeZhaXY,humans are the worst. We serve the machines now.,0,4116,"['humans', 'are', 'the', 'worst', '.', 'we', 'serve', 'the', 'machines', 'now', '.']",11
Ugx1zMzX07ysvRbV1ax4AaABAg,William Shakur,2022-09-22T09:56:20Z,Ugx1zMzX07ysvRbV1ax4AaABAg,False,mHc-LQ1mfVk,No more physical labor,0,4117,"['no', 'more', 'physical', 'labor']",4
UgxC5XQNO2vsvQUzpmZ4AaABAg,nody31,2021-01-23T11:59:15Z,UgxC5XQNO2vsvQUzpmZ4AaABAg,False,mHc-LQ1mfVk,"This technology will burn itself out - once they catch on there will be too many of them for the pavement and the novelty will ware off. There will be campaign groups to ban them, as they will be seen as a danger to pedestrians. Then they will then be banished to the road where they will cause congestion and a danger to road users.",0,4119,"['this', 'technology', 'will', 'burn', 'itself', 'out', 'once', 'they', 'catch', 'on', 'there', 'will', 'be', 'too', 'many', 'of', 'them', 'for', 'the', 'pavement', 'and', 'the', 'novelty', 'will', 'ware', 'off', '.', 'there', 'will', 'be', 'campaign', 'groups', 'to', 'ban', 'them', ',', 'as', 'they', 'will', 'be', 'seen', 'as', 'a', 'danger', 'to', 'pedestrians', '.', 'then', 'they', 'will', 'then', 'be', 'banished', 'to', 'the', 'road', 'where', 'they', 'will', 'cause', 'congestion', 'and', 'a', 'danger', 'to', 'road', 'users', '.']",68
Ugw-60fxDg4tSEB94Wt4AaABAg,OneNess,2020-04-27T01:30:43Z,Ugw-60fxDg4tSEB94Wt4AaABAg,False,mHc-LQ1mfVk,Lol So have you heard of theifs Does the LID LOCK!!??? I can imagine a group of kids or thugs just nicking these or messing about with then!?? It's not a great idea if you ask me,0,4126,"['lol', 'so', 'have', 'you', 'heard', 'of', 'theifs', 'does', 'the', 'lid', 'lock', '!', '!', '?', '?', '?', 'i', 'can', 'imagine', 'a', 'group', 'of', 'kids', 'or', 'thugs', 'just', 'nicking', 'these', 'or', 'messing', 'about', 'with', 'then', '!', '?', '?', 'it', ""'s"", 'not', 'a', 'great', 'idea', 'if', 'you', 'ask', 'me']",46
UgwjDYz2O3cjNVA6D9x4AaABAg,Blake,2020-04-26T11:47:42Z,UgwjDYz2O3cjNVA6D9x4AaABAg,False,mHc-LQ1mfVk,So many people afraid of these ai machines becoming 'the norm' .... dont worry youre not interesting enough to be shafted and replaced by a robot anyway,0,4129,"['so', 'many', 'people', 'afraid', 'of', 'these', 'ai', 'machines', 'becoming', ""'the"", 'norm', '....', 'dont', 'worry', 'youre', 'not', 'interesting', 'enough', 'to', 'be', 'shafted', 'and', 'replaced', 'by', 'a', 'robot', 'anyway']",27
UgzqlMYxkt1cSj12Vgd4AaABAg,lou lou,2020-04-26T11:33:45Z,UgzqlMYxkt1cSj12Vgd4AaABAg,False,mHc-LQ1mfVk,Why is the woman not wearing gloves to put the food in the robot?,0,4130,"['why', 'is', 'the', 'woman', 'not', 'wearing', 'gloves', 'to', 'put', 'the', 'food', 'in', 'the', 'robot', '?']",15
Ugz2tNgMxs0Z0IAQQet4AaABAg,Forest Denizen,2020-04-26T11:30:05Z,Ugz2tNgMxs0Z0IAQQet4AaABAg,False,mHc-LQ1mfVk,Free shopping. The first of many bribes awarded to nurses who keep quiet about the hoax.,0,4133,"['free', 'shopping', '.', 'the', 'first', 'of', 'many', 'bribes', 'awarded', 'to', 'nurses', 'who', 'keep', 'quiet', 'about', 'the', 'hoax', '.']",18
UgzMmwnN7cOaJB0nf1x4AaABAg,Forest Denizen,2020-04-26T11:28:33Z,UgzMmwnN7cOaJB0nf1x4AaABAg,False,mHc-LQ1mfVk,"Shoehorn in the unacceptable, using a ""good cause."" How many weeks until robots from the same provider are patrolling the streets and skies 24 hours a day to enforce lockdown?",0,4134,"['shoehorn', 'in', 'the', 'unacceptable', ',', 'using', 'a', '``', 'good', 'cause', '.', ""''"", 'how', 'many', 'weeks', 'until', 'robots', 'from', 'the', 'same', 'provider', 'are', 'patrolling', 'the', 'streets', 'and', 'skies', 'hours', 'a', 'day', 'to', 'enforce', 'lockdown', '?']",34
UgzaEZLLUTXR1ImY_q94AaABAg,Quest of Chris,2020-04-26T09:56:55Z,UgzaEZLLUTXR1ImY_q94AaABAg,False,mHc-LQ1mfVk,Puts the shopping in the robot without gloves ‍️,0,4136,"['puts', 'the', 'shopping', 'in', 'the', 'robot', 'without', 'gloves', '\u200d️']",9
